y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
15,34,NJ,New Jersey,266,432,14791
15,25,MA,Massachusetts,260,401,15934
15,21,KY,Kentucky,229,547,7891
15,09,CT,Connecticut,225,360,10761
15,40,OK,Oklahoma,201,432,24304
15,27,MN,Minnesota,182,279,10897
15,20,KS,Kansas,181,429,7152
15,01,AL,Alabama,175,345,7418
15,16,ID,Idaho,172,319,9150
15,18,IN,Indiana,170,319,23301
15,55,WI,Wisconsin,167,278,7425
15,22,LA,Louisiana,147,272,6469
15,35,NM,New Mexico,144,261,7794
15,28,MS,Mississippi,96,170,3485
15,05,AR,Arkansas,96,192,3035
15,30,MT,Montana,87,170,6128
15,19,IA,Iowa,85,162,4670
15,23,ME,Maine,76,136,4681
15,31,NE,Nebraska,74,127,2946
15,33,NH,New Hampshire,65,100,3008
15,11,DC,District Of Columbia,59,94,4711
15,44,RI,Rhode Island,52,95,5072
15,54,WV,West Virginia,44,81,1406
15,56,WY,Wyoming,44,85,2638
15,38,ND,North Dakota,41,77,1703
15,10,DE,Delaware,38,71,1496
15,46,SD,South Dakota,30,66,1426
15,50,VT,Vermont,19,32,797
16,96,ID,ID Total Migration-US and Foreign,18284,36633,953883
16,97,ID,ID Total Migration-US,17848,35607,930290
16,98,ID,ID Total Migration-Foreign,436,1026,23593
16,97,ID,ID Total Migration-Same State,14508,30193,522058
16,16,ID,ID Non-migrants,546985,1283315,32767635
16,06,CA,California,3253,6743,213209
16,53,WA,Washington,2981,5594,133290
16,49,UT,Utah,1536,3481,65366
16,41,OR,Oregon,1472,2894,68881
16,48,TX,Texas,835,1777,48443
16,32,NV,Nevada,808,1659,36404
16,04,AZ,Arizona,801,1604,37278
16,30,MT,Montana,653,1262,27629
16,08,CO,Colorado,631,1207,32062
16,57,FR,Foreign,436,1026,23593
16,56,WY,Wyoming,411,856,21203
16,12,FL,Florida,367,687,15603
16,02,AK,Alaska,335,647,21140
16,38,ND,North Dakota,290,565,16258
16,37,NC,North Carolina,201,416,8216
16,17,IL,Illinois,191,363,10431
16,51,VA,Virginia,187,345,11096
16,36,NY,New York,186,316,11323
16,35,NM,New Mexico,186,397,8878
16,15,HI,Hawaii,162,311,5773
16,29,MO,Missouri,157,288,6994
16,27,MN,Minnesota,151,279,7230
16,13,GA,Georgia,148,331,8131
16,42,PA,Pennsylvania,145,257,7678
16,39,OH,Ohio,134,235,6752
16,26,MI,Michigan,132,222,4240
16,55,WI,Wisconsin,108,181,6312
16,40,OK,Oklahoma,101,202,3875
16,19,IA,Iowa,99,178,3683
16,47,TN,Tennessee,98,234,5830
16,20,KS,Kansas,97,205,5914
16,18,IN,Indiana,97,186,5219
16,46,SD,South Dakota,84,144,4356
16,24,MD,Maryland,82,165,5351
16,31,NE,Nebraska,80,170,4164
16,34,NJ,New Jersey,66,118,4948
16,22,LA,Louisiana,65,125,2854
16,25,MA,Massachusetts,65,111,3895
16,45,SC,South Carolina,62,126,3151
16,05,AR,Arkansas,61,133,5094
16,21,KY,Kentucky,60,131,3148
16,01,AL,Alabama,49,95,2383
16,28,MS,Mississippi,42,74,1336
16,09,CT,Connecticut,40,60,2365
16,33,NH,New Hampshire,38,58,1762
16,54,WV,West Virginia,34,68,2195
16,50,VT,Vermont,25,46,1299
16,23,ME,Maine,21,28,421
16,11,DC,District Of Columbia,21,33,17226
16,10,DE,Delaware,-1,-1,-1
16,44,RI,Rhode Island,-1,-1,-1
17,96,IL,IL Total Migration-US and Foreign,73426,126459,4246750
17,97,IL,IL Total Migration-US,71459,122396,4050999
17,98,IL,IL Total Migration-Foreign,1967,4063,195751
17,97,IL,IL Total Migration-Same State,105519,195035,5694945
17,17,IL,IL Non-migrants,4857323,10604004,384604563
17,18,IN,Indiana,6788,12317,295696
17,48,TX,Texas,5747,11054,363185
17,06,CA,California,5405,9125,398651
17,55,WI,Wisconsin,5106,8589,243273
17,29,MO,Missouri,4889,8414,214392
17,12,FL,Florida,4659,7583,225795
17,26,MI,Michigan,3611,5480,200400
17,19,IA,Iowa,2978,5243,118963
17,36,NY,New York,2957,4518,272996
17,39,OH,Ohio,2550,3958,168429
17,57,FR,Foreign,1967,4063,195751
17,13,GA,Georgia,1946,3584,105366
17,04,AZ,Arizona,1804,3066,103580
17,27,MN,Minnesota,1562,2656,89499
17,47,TN,Tennessee,1541,2852,62401
17,51,VA,Virginia,1514,2553,95221
17,37,NC,North Carolina,1460,2609,79538
17,08,CO,Colorado,1451,2370,85995
17,42,PA,Pennsylvania,1408,2334,98410
17,34,NJ,New Jersey,1170,2057,112998
17,21,KY,Kentucky,1098,1912,48796
17,53,WA,Washington,1023,1822,71974
17,25,MA,Massachusetts,1022,1492,78186
17,24,MD,Maryland,798,1317,51246
17,32,NV,Nevada,720,1198,34953
17,20,KS,Kansas,656,1114,34462
17,05,AR,Arkansas,607,1132,24461
17,45,SC,South Carolina,584,975,28324
17,01,AL,Alabama,561,1045,25851
17,28,MS,Mississippi,556,1107,17271
17,22,LA,Louisiana,535,961,27299
17,09,CT,Connecticut,510,813,48499
17,40,OK,Oklahoma,502,930,20310
17,31,NE,Nebraska,440,749,23102
17,41,OR,Oregon,394,610,16674
17,11,DC,District Of Columbia,385,492,30501
17,49,UT,Utah,319,609,17281
17,35,NM,New Mexico,318,591,16375
17,15,HI,Hawaii,297,496,13079
17,02,AK,Alaska,213,376,11020
17,54,WV,West Virginia,157,280,7278
17,38,ND,North Dakota,145,206,5936
17,46,SD,South Dakota,143,284,6124
17,30,MT,Montana,142,231,6146
17,44,RI,Rhode Island,135,207,9299
17,56,WY,Wyoming,125,199,5600
17,16,ID,Idaho,122,225,6591
17,33,NH,New Hampshire,111,193,11159
17,23,ME,Maine,111,172,5314
17,10,DE,Delaware,106,177,5805
17,50,VT,Vermont,78,119,7291
18,96,IN,IN Total Migration-US and Foreign,41152,78653,1938746
18,97,IN,IN Total Migration-US,40534,77295,1890677
18,98,IN,IN Total Migration-Foreign,618,1358,48069
18,97,IN,IN Total Migration-Same State,69933,129068,2891508
18,18,IN,IN Non-migrants,2413153,5296632,150655847
18,17,IL,Illinois,8183,16296,385036
18,21,KY,Kentucky,3718,6879,143020
18,39,OH,Ohio,3563,6558,171329
18,26,MI,Michigan,3051,5728,137051
18,12,FL,Florida,3004,5286,130761
18,48,TX,Texas,2487,5127,96840
18,06,CA,California,1830,3448,94148
18,47,TN,Tennessee,1158,2251,46182
18,13,GA,Georgia,965,1878,38812
18,37,NC,North Carolina,944,1865,40413
18,36,NY,New York,942,1739,45284
18,51,VA,Virginia,745,1423,36184
18,29,MO,Missouri,727,1343,32636
18,42,PA,Pennsylvania,723,1334,44671
18,04,AZ,Arizona,671,1253,63488
18,55,WI,Wisconsin,668,1299,34291
18,57,FR,Foreign,618,1358,48069
18,08,CO,Colorado,607,1082,28196
18,45,SC,South Carolina,440,865,19742
18,27,MN,Minnesota,419,828,26533
18,01,AL,Alabama,412,819,19452
18,24,MD,Maryland,395,741,23737
18,34,NJ,New Jersey,388,823,23894
18,53,WA,Washington,367,716,21166
18,19,IA,Iowa,367,704,17713
18,20,KS,Kansas,297,607,13344
18,22,LA,Louisiana,277,526,11448
18,05,AR,Arkansas,265,496,9788
18,40,OK,Oklahoma,261,488,9230
18,28,MS,Mississippi,245,484,8175
18,32,NV,Nevada,232,435,9432
18,25,MA,Massachusetts,216,357,11650
18,54,WV,West Virginia,174,329,8639
18,49,UT,Utah,168,357,7154
18,35,NM,New Mexico,166,317,8107
18,09,CT,Connecticut,159,276,16051
18,41,OR,Oregon,155,269,5860
18,15,HI,Hawaii,151,272,5691
18,31,NE,Nebraska,146,275,7016
18,16,ID,Idaho,100,187,3592
18,38,ND,North Dakota,97,160,4917
18,02,AK,Alaska,95,172,3718
18,46,SD,South Dakota,91,169,4593
18,11,DC,District Of Columbia,76,115,5001
18,56,WY,Wyoming,72,150,2615
18,33,NH,New Hampshire,66,102,3778
18,30,MT,Montana,63,134,1928
18,23,ME,Maine,59,108,2991
18,44,RI,Rhode Island,48,80,1984
18,10,DE,Delaware,48,84,2118
18,50,VT,Vermont,33,61,1279
19,96,IA,IA Total Migration-US and Foreign,20961,39240,923049
19,97,IA,IA Total Migration-US,20655,38581,898076
19,98,IA,IA Total Migration-Foreign,306,659,24973
19,97,IA,IA Total Migration-Same State,29584,51441,1266609
19,19,IA,IA Non-migrants,1153911,2506494,78977221
19,17,IL,Illinois,3799,7020,148671
19,31,NE,Nebraska,2078,3906,87290
19,27,MN,Minnesota,1489,2666,73407
19,48,TX,Texas,1265,2492,51792
19,29,MO,Missouri,1154,2186,46028
19,06,CA,California,975,1859,41183
19,55,WI,Wisconsin,913,1590,40987
19,12,FL,Florida,731,1262,41860
19,46,SD,South Dakota,637,1131,26998
19,08,CO,Colorado,619,1125,25431
19,04,AZ,Arizona,564,1026,24588
19,20,KS,Kansas,448,870,21472
19,18,IN,Indiana,365,658,14226
19,36,NY,New York,359,665,17048
19,26,MI,Michigan,352,650,13960
19,37,NC,North Carolina,346,673,14316
19,13,GA,Georgia,326,691,13502
19,57,FR,Foreign,306,659,24973
19,39,OH,Ohio,289,577,14190
19,53,WA,Washington,289,555,11804
19,51,VA,Virginia,275,498,16845
19,47,TN,Tennessee,268,509,11213
19,42,PA,Pennsylvania,266,512,13158
19,40,OK,Oklahoma,242,456,7790
19,38,ND,North Dakota,180,333,6685
19,05,AR,Arkansas,179,371,5638
19,32,NV,Nevada,152,259,6713
19,28,MS,Mississippi,148,318,5639
19,24,MD,Maryland,146,264,6819
19,34,NJ,New Jersey,141,250,8784
19,21,KY,Kentucky,141,256,6930
19,49,UT,Utah,138,323,6696
19,22,LA,Louisiana,136,287,6258
19,41,OR,Oregon,131,222,4998
19,01,AL,Alabama,130,239,5270
19,45,SC,South Carolina,124,254,7126
19,35,NM,New Mexico,105,211,4439
19,25,MA,Massachusetts,104,155,5911
19,16,ID,Idaho,94,205,3677
19,56,WY,Wyoming,93,181,4255
19,30,MT,Montana,81,163,3271
19,15,HI,Hawaii,76,148,6665
19,02,AK,Alaska,75,147,3019
19,09,CT,Connecticut,55,89,2858
19,54,WV,West Virginia,34,76,1445
19,11,DC,District Of Columbia,33,42,2558
19,33,NH,New Hampshire,30,55,1075
19,44,RI,Rhode Island,29,64,1342
19,23,ME,Maine,23,42,737
19,50,VT,Vermont,14,30,655
19,10,DE,Delaware,14,20,855
20,96,KS,KS Total Migration-US and Foreign,26943,52381,1276087
20,97,KS,KS Total Migration-US,25988,49944,1220556
20,98,KS,KS Total Migration-Foreign,955,2437,55530
20,97,KS,KS Total Migration-Same State,25291,46983,1000521
20,20,KS,KS Non-migrants,1043675,2318809,75034450
20,29,MO,Missouri,6831,12158,344619
20,48,TX,Texas,2659,5417,132411
20,40,OK,Oklahoma,1736,3677,72182
20,06,CA,California,1564,3004,64787
20,08,CO,Colorado,1190,2301,50853
20,12,FL,Florida,974,1747,36766
20,57,FR,Foreign,955,2437,55530
20,31,NE,Nebraska,777,1444,36039
20,17,IL,Illinois,735,1352,42653
20,13,GA,Georgia,606,1335,25355
20,04,AZ,Arizona,586,1105,25537
20,37,NC,North Carolina,511,1090,23118
20,19,IA,Iowa,463,837,22900
20,53,WA,Washington,453,924,23543
20,36,NY,New York,447,864,22298
20,51,VA,Virginia,438,835,22743
20,05,AR,Arkansas,422,826,17309
20,47,TN,Tennessee,365,781,16676
20,39,OH,Ohio,342,623,17666
20,26,MI,Michigan,310,566,12080
20,27,MN,Minnesota,308,581,17241
20,18,IN,Indiana,306,566,15292
20,42,PA,Pennsylvania,298,534,13256
20,21,KY,Kentucky,250,574,12820
20,01,AL,Alabama,247,511,9981
20,45,SC,South Carolina,230,464,10145
20,22,LA,Louisiana,228,508,8262
20,35,NM,New Mexico,210,452,9680
20,55,WI,Wisconsin,206,371,8119
20,15,HI,Hawaii,197,463,7988
20,32,NV,Nevada,192,346,8915
20,41,OR,Oregon,190,325,7830
20,24,MD,Maryland,187,350,10423
20,34,NJ,New Jersey,182,323,9786
20,49,UT,Utah,153,347,6871
20,02,AK,Alaska,133,335,5290
20,28,MS,Mississippi,131,269,4161
20,46,SD,South Dakota,124,212,4742
20,25,MA,Massachusetts,117,202,6542
20,56,WY,Wyoming,100,207,5365
20,16,ID,Idaho,99,194,3562
20,38,ND,North Dakota,83,179,4245
20,09,CT,Connecticut,80,137,4361
20,30,MT,Montana,68,130,4910
20,33,NH,New Hampshire,58,107,2710
20,54,WV,West Virginia,51,111,1814
20,23,ME,Maine,40,81,1397
20,11,DC,District Of Columbia,32,38,1488
20,44,RI,Rhode Island,30,57,1476
20,10,DE,Delaware,30,57,1694
20,50,VT,Vermont,19,27,651
21,96,KY,KY Total Migration-US and Foreign,31361,60365,1356766
21,97,KY,KY Total Migration-US,30713,58863,1326601
21,98,KY,KY Total Migration-Foreign,648,1502,30165
21,97,KY,KY Total Migration-Same State,45828,89677,1692864
21,21,KY,KY Non-migrants,1486245,3260782,88859668
21,39,OH,Ohio,4617,8330,194889
21,18,IN,Indiana,3809,7030,137511
21,47,TN,Tennessee,3172,6329,113604
21,12,FL,Florida,2465,4505,117159
21,48,TX,Texas,1783,3601,80545
21,17,IL,Illinois,1381,2591,63104
21,06,CA,California,1187,2209,67338
21,13,GA,Georgia,1042,2216,45090
21,37,NC,North Carolina,987,2045,43286
21,26,MI,Michigan,862,1574,40058
21,51,VA,Virginia,845,1668,42647
21,36,NY,New York,738,1450,35845
21,57,FR,Foreign,648,1502,30165
21,54,WV,West Virginia,618,1232,23886
21,29,MO,Missouri,552,1048,20447
21,01,AL,Alabama,523,1098,21678
21,42,PA,Pennsylvania,513,924,21930
21,45,SC,South Carolina,488,987,19287
21,08,CO,Colorado,387,796,21918
21,04,AZ,Arizona,348,669,14258
21,53,WA,Washington,319,691,14640
21,24,MD,Maryland,310,604,15452
21,34,NJ,New Jersey,275,511,15867
21,28,MS,Mississippi,270,568,9866
21,55,WI,Wisconsin,255,465,12095
21,22,LA,Louisiana,249,478,11376
21,05,AR,Arkansas,234,454,11097
21,40,OK,Oklahoma,211,425,8916
21,20,KS,Kansas,209,447,9471
21,27,MN,Minnesota,207,381,9827
21,25,MA,Massachusetts,205,326,11112
21,32,NV,Nevada,159,306,8864
21,15,HI,Hawaii,153,323,6343
21,19,IA,Iowa,152,305,5505
21,02,AK,Alaska,129,281,6258
21,09,CT,Connecticut,127,231,5898
21,49,UT,Utah,110,257,4356
21,41,OR,Oregon,105,193,4066
21,35,NM,New Mexico,99,201,4355
21,31,NE,Nebraska,88,158,4035
21,46,SD,South Dakota,64,115,1638
21,33,NH,New Hampshire,56,112,2374
21,23,ME,Maine,56,102,2426
21,56,WY,Wyoming,52,97,2980
